"ETHNICITY","Ethnic group","YEAR","Year","SEX","Sex","AREA","Area","AGE","Age group",Value,Flags
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1071","Warkworth","2","15-29 years",480,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1072","Matakana","2","15-29 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1073","Whangateau","2","15-29 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1078","Omaha","2","15-29 years",48,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1079","Sandspit","2","15-29 years",36,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1080","Baddeleys Beach-Campbells Beach","2","15-29 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1081","Parakai","2","15-29 years",150,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1086","Scotts Landing-Mahurangi East","2","15-29 years",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1087","Algies Bay","2","15-29 years",81,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1088","Mahurangi West","2","15-29 years",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1089","Waiwera","2","15-29 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1095","Stillwater","2","15-29 years",117,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1096","Inlets Auckland","2","15-29 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1097","Riverhead","2","15-29 years",234,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1098","Other rural Auckland","2","15-29 years",10095,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1103","Karekare","2","15-29 years",33,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1103","Karekare","2","15-29 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1104","Inland water Auckland","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1104","Inland water Auckland","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1105","Huia","2","15-29 years",75,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1105","Huia","2","15-29 years",75,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1106","Parau","2","15-29 years",66,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1106","Parau","2","15-29 years",69,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1111","Waiheke West","2","15-29 years",951,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1111","Waiheke West","2","15-29 years",933,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1112","Matakawau Point","2","15-29 years",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1112","Matakawau Point","2","15-29 years",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1113","Omiha","2","15-29 years",24,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1113","Omiha","2","15-29 years",45,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1114","Clarks Beach","2","15-29 years",156,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1114","Clarks Beach","2","15-29 years",174,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1120","Clevedon","2","15-29 years",69,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1121","Waiuku","2","15-29 years",1212,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1122","Patumahoe Village","2","15-29 years",93,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1123","Paerata","2","15-29 years",81,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1128","Coromandel","2","15-29 years",198,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1129","Whangapoua","2","15-29 years",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1130","Matarangi","2","15-29 years",33,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1131","Rings Beach","2","15-29 years",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1136","Cooks Beach-Ferry Landing","2","15-29 years",27,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1137","Waiomu","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1138","Other rural Thames-Coromandel District","2","15-29 years",621,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1139","Te Puru","2","15-29 years",42,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1140","Thornton Bay-Ngarimu Bay","2","15-29 years",27,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1145","Puriri","2","15-29 years",36,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1146","Onemana","2","15-29 years",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1147","Whangamata","2","15-29 years",432,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1148","Kaiaua","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1153","Paeroa","2","15-29 years",603,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1154","Karangahake","2","15-29 years",48,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1155","Whiritoa","2","15-29 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1156","Waikino","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1161","Meremere","2","15-29 years",66,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1161","Meremere","2","15-29 years",102,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1162","Te Kauwhata","2","15-29 years",150,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1162","Te Kauwhata","2","15-29 years",177,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1163","Inland water Waikato District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1163","Inland water Waikato District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1164","Other rural Waikato District","2","15-29 years",5661,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1164","Other rural Waikato District","2","15-29 years",6453,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1165","Inlets Waikato District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1165","Inlets Waikato District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1165","Inlets Waikato District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1170","Horotiu","2","15-29 years",105,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1170","Horotiu","2","15-29 years",93,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1170","Horotiu","2","15-29 years",114,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1171","Te Kowhai","2","15-29 years",48,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1171","Te Kowhai","2","15-29 years",63,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1171","Te Kowhai","2","15-29 years",57,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1172","Whatawhata","2","15-29 years",60,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1172","Whatawhata","2","15-29 years",51,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1172","Whatawhata","2","15-29 years",51,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1173","Morrinsville","2","15-29 years",1113,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1173","Morrinsville","2","15-29 years",1269,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1173","Morrinsville","2","15-29 years",1467,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1178","Waharoa","2","15-29 years",108,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1178","Waharoa","2","15-29 years",99,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1178","Waharoa","2","15-29 years",156,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1179","Matamata","2","15-29 years",912,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1179","Matamata","2","15-29 years",1155,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1179","Matamata","2","15-29 years",1317,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1180","Hamilton","2","15-29 years",34176,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1180","Hamilton","2","15-29 years",36042,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1180","Hamilton","2","15-29 years",40293,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1181","Inland water Hamilton City","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1181","Inland water Hamilton City","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1181","Inland water Hamilton City","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1186","Cambridge","2","15-29 years",2112,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1186","Cambridge","2","15-29 years",2661,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1186","Cambridge","2","15-29 years",3147,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1187","Te Awamutu","2","15-29 years",1833,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1187","Te Awamutu","2","15-29 years",1842,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1187","Te Awamutu","2","15-29 years",2205,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1188","Other rural Waipa District","2","15-29 years",2412,
